user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
1949965722,"RT @KatePow3ll: ""Politicians Debating Global Warming"" by Isaac Cordal. Seems more appropriate than ever. https://t.co/ihAngRpOMu",vid,1949965722,vid_icarus,1,The Bridge,The Bridge,User location,
1452952076,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",TS Burrito 🌯,1452952076,kaidiablo,1,"Bronx, NY","Bronx, NY",User location, New York
121479498,"Not just a neighborhood. Airborn equivalent of BP's Deepwater Horizon oil spew, and much worse for global warming. https://t.co/rxGdarqeOH",Dennis Atwood,121479498,shenvalleyviews,1,"Shenandoah County, VA","Shenandoah County, VA",User location, Virginia
338557070,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Anders Møller-Stray,338557070,amstray,1,Oslo,Oslo,User location,
16712738,@4LittleDucks @ConorDolan3 its Global Warming and Geo Engineering,Amazing Beads,16712738,sueatkilmeedy,1,Ireland,Ireland,User location,
2404904238,@rosebud919 perhaps that will absorb CO2 and reduce global warming.  #wutv,snap⚡️,2404904238,snapthistiger,1,"Sulphur, LA","Sulphur, LA",User location, Oklahoma
426570787,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",End Roadwork,426570787,EndRoadwork,1,Whadjuk people's land,Whadjuk people's land,User location,
40840621,RT @JunkScience: Warmists stoop to new low... CO2 blamed for small baby heads in Brazil. https://t.co/37tzHS9Tls https://t.co/0jVSXTjmpz,🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿I M Jacob🇩🇪🇳🇴,40840621,jrltexas1,2,"Liberty Hill, Texas, USA","Liberty Hill, Texas, USA",User location, Texas
27757900,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ebtihal,27757900,ebtihali,1,"Norfolk, England","Norfolk, England",User location,
563301375,RT @TrunewsRadio: Climate Models Have Been Wrong About Global Warming For Six Decades https://t.co/81s6xUIQS0 https://t.co/zmdCWR5IRG,Jane Ellison 💕†💕,563301375,FelineBengal,1,"New Jersey, USA","New Jersey, USA",User location,New Jersey
13482482,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ginger Riker,13482482,gingerm,1,"Brooklyn, NY","Brooklyn, NY",User location,New York
2771588954,RT @WenzOmatic: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/W1Wh35AS5L via dailycaller,Joe D,2771588954,just_old_joe,1,"Lincoln, NE","Lincoln, NE",User location, Nebraska
308557577,RT @dpoeschl: TSA at the Pittsburgh airport is so bad it literally causes global warming. https://t.co/W1GGZNspyT,Jason Malinowski,308557577,jasonmalinowski,1,"Redmond, WA","Redmond, WA",User location, Washington
1881051828,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Imesha Nicole,1881051828,iammeechi,1,"Atlanta, GA","Atlanta, GA",User location, Georgia
339795386,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Chantal Barlow,339795386,ChantalBarlow,1,"Los Angeles, CA","Los Angeles, CA",User location, California
185269401,"RT @RAN: In the Philippines, big polluters face investigation for #climate damage #exxonknew via @insideclimate https://t.co/TCojjBpWky",Paul McConnell,185269401,eCommGuyPB,1,Sonoma County,Sonoma County,User location, California
948708523,"RT @EarthVitalSigns: ""The global warming hiatus might just be a data artifact."" https://t.co/X0OsWh00CO",oemor oniluap,948708523,OemorOniluap,1,USA,USA,User location,
278279975,Scientists Can't Explain Global Warming Grand Hiatus | The Daily Caller https://t.co/AeOHVjPG32,Jeanette,278279975,jbmesser53,1,NJ,NJ,User location,
85766206,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,DeWanna_Wanga,85766206,Dennis_1289,1,Earth ,Earth ,User location, Texas
146567063,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",💕,146567063,chabckhal,1,🇬🇵,🇬🇵,User location,
14370613,Updated NASA Data: Global Warming Not Causing Any Polar Ice Retreat - Forbes https://t.co/UyS0LPWJHc,janweller,14370613,janweller,1,uk,uk,User location,
848356002,Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/xOUEfCVwbr,Clima Extremo,848356002,ClimatologiaC1,1,Supercelda,Supercelda,User location,
353872365,RT @Carbongate: Historic Weather Records Rubbish Cameron’s Attempts To Blame Floods On Global Warming https://t.co/ZIC2m76qq9 via @sharethis,Cate 🇬🇧,353872365,CataNigra,1,England,England,User location,
186807711,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Wallace Nein,186807711,WallaceNein,1,Le royaume de Bretagne,Le royaume de Bretagne,User location,
2763825823,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Rob Stiff,2763825823,Rob_Stiff,1,Birmingham,Birmingham,User location,
1386214070,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Harri Jokinen,1386214070,JokinenHarri,1,"Tampere, Finland","Tampere, Finland",User location,
281543531,"#There will come a time when Global warming will come and smack the GOP right in the face! ,then they will blame it on A Democrat!!",Louis Parker,281543531,thinkinone,1,Chicago Illinois,Chicago Illinois,User location, Illinois
842217397,WTH-EPA Warns: Holiday Leftovers Contribute to Global Warming https://t.co/GUZnsP7yrX @washingtonpost @nytimes @cnn @msnbc @AndreaTantaros,2nd_To_None,842217397,2nd_To_None,1,United States,United States,User location,
